Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
³³	³³ +	4 _	Tone Marker	6152	U+00B3 U+00B3	"dʑɑ̃³³tsho⁵⁵,kɯ³³tshɯ²¹,ʐɿ³³ȵi³³"	Anong,BijiangBai,BlackLahu,CaiyuanHani,DafangYi,DaliBai,Darang,DazhaiHani,Ersu,Guiqiong,JianchuanBai,Jingpho,Jinuo,LijiangNaxi,Lisu,Maru,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
³¹	³¹ +	3 _	Tone Marker	5709	U+00B3 U+00B9	"a³¹ȵiŋ⁵⁵,xɑ³¹blɑ⁵³,ʑi³¹xa³¹"	Achang,Anong,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DaliBai,Darang,DazhaiHani,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MamaTshona,Maru,MojiangYi,QinghuaPumi,ShuikuiHani,TaopingQiang,Trung,Tujia,XideYi,YongningNaxi
³⁵	³⁵ +	2 _	Tone Marker	2166	U+00B3 U+2075	"nə³⁵m̥ũ³⁵,piɑŋ³⁵sɯ³¹,ʐa³⁵la⁵⁵"	Achang,Anong,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DaliBai,Darang,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,Lisu,Maru,Muya,Namuyi,ShuikuiHani,TaobaPumi,Tujia,XideYi,Xumi,YajiangQueyu
³◦	³ +	6 _	Tone Marker	6	U+00B3 U+25E6	"kjɑ³◦thɑs,thɑ³◦mɑk,ɑ nɑ³◦ju²"	WrittenBurmese
¹$	¹	6	Tone	122	U+00B9 U+0024	"lɑ¹shɑn³ŋɑ³rɑk ne¹,pwɑŋ¹,ê²kɑ¹"	LhasaTibetan,ShuikuiHani,WrittenBurmese
¹|	¹ +	6 _	Tone Marker	1	U+00B9 U+007C	"mɑ¹|jɑ³"	WrittenBurmese
¹³	¹³ +	2 _	Tone Marker	1187	U+00B9 U+00B3	"le¹³tɕhA⁵³,mɑ¹³də¹³,ʒɛ¹³bʐə̃¹³"	DafangYi,KhamsTibetan,LhasaTibetan,LijiangNaxi,MamaTshona,MotuoTsangla,NanjianYi,QinghuaPumi,TaopingQiang,YongningNaxi
¹¹	¹¹ +	1 _	Tone Marker	34	U+00B9 U+00B9	"suat⁵³na¹¹ɣɯək³³,ɔ³¹xuᴀi¹¹mᴀ³³,ᴀ³³qo¹¹ᴀ³³qᴀ³⁵pe³³"	BlackLahu,LhasaTibetan,Sulong
¹⁵	¹⁵ +	2 _	Tone Marker	86	U+00B9 U+2075	"pom¹⁵po⁵³,tɔ¹⁵ȵep¹³,ɕaŋ¹⁵ka⁵³tɕhẽ⁵⁵po⁵³"	LhasaTibetan
¹◦	¹ +	6 _	Tone Marker	13	U+00B9 U+25E6	"ɑ¹◦pɔk,ɑ¹◦rip,ɑ¹◦rwɑk"	WrittenBurmese
ã$	ã	A	Vowel	1	U+00E3 U+0024	"tsã⁵⁵dzã"	TaobaPumi
æʴ	æ˞	E	Vowel	3	U+00E6 U+02B4	"a³³pɹæʴ⁵³,a³³væʴ⁵³,pɹæʴ³³tsət³³"	Sulong
çh	çʰ	C	Consonant	30	U+00E7 U+0068	"cçhə mphap,cçhə zo,kɐ nə cçhɐ"	AmdoTibetanZeku,MaerkangrGyalrong
õ̵	õ̵/õ	U	Vowel	2	U+00F5 U+0335	"ʑɑ³¹põ̵³¹tsõ̵³¹"	BijiangNusu
ø$	ø	U	Vowel	4	U+00F8 U+0024	"ltø,ŋø,ȵø"	DanbaErgong,MotuoTsangla
øː	øː	U	Vowel	3	U+00F8 U+02D0	"khøː⁵⁵tse⁵³,thɔŋ⁵⁵ɕøː⁵⁵,tɕøː¹³pe³¹"	MamaTshona
ø̃	ø̃	U	Vowel	25	U+00F8 U+0303	"kø̃¹⁵pa⁵³,tɕø̃⁵⁵me⁵³,ɕø̃¹⁵ɕø¹⁵"	LhasaTibetan,TaobaPumi,YajiangQueyu
ø̱	ø̠/ø	U	Vowel	3	U+00F8 U+0331	"a⁵⁵dø̱³³,pø̱ʔ⁵⁵sauk⁵⁵,tshe⁵⁵ø̱³¹"	DazhaiHani,Maru
û$	û/u	Y	Vowel	1	U+00FB U+0024	"kɑn²son³û"	WrittenBurmese
ăi	ă/a i	A I	Vowel Vowel	3	U+0103 U+0069	"măi⁵³khɹɑ̆t⁵⁵,măi⁵³xɑ³¹nɑi³⁵,mɯ³¹tăi⁵⁵"	Kaman
ă̱	ă̠/a	A	Vowel	10	U+0103 U+0331	"kă̱⁵⁵|wa⁵⁵,pă̱⁵⁵lam⁵¹laʔ⁵⁵,tʃu̱³³pă̱⁵⁵la"	Jingpho
ĕʴ	e˞̆/e˞	E	Vowel	1	U+0115 U+02B4	"bĕʴ⁵³"	Trung
ĩ̱	ĩ̠/ĩ	I	Vowel	1	U+0129 U+0331	"ʑĩ̱²¹xᴀ̱̃²¹"	NanhuaYi
ŋ$	ŋ	N	Consonant	670	U+014B U+0024	"tomaŋ,wsoŋ,ɕa◦raŋ"	AmdoTibetanBlabrang,AmdoTibetanZeku,Atsi,BokarLhoba,DanbaErgong,Kaman,KhamsTibetan,MaerkangrGyalrong,MawoQiang,MotuoTsangla,Sulong,WrittenBurmese,WrittenTibetan
ŋg	ⁿg	K	Consonant	49	U+014B U+0067	"kɐ nə ŋgrə,li³³xi⁵⁵ŋgɛ³⁵,ɔ³³ŋgu⁵⁵li³³"	DafangYi,DanbaErgong,Idu,LijiangNaxi,MaerkangrGyalrong,MotuoTsangla,Muya,Namuyi,XideYi
ŋs	ŋ s	N S	Consonant Consonant	5	U+014B U+0073	"dwaŋs ma,dwaŋs po,soŋsam"	MotuoTsangla,WrittenTibetan
ŋw	ŋ w	N W	Consonant Consonant	6	U+014B U+0077	"rkoŋ ŋwa,rȵoŋ ŋwa,taŋ ŋwo"	AmdoTibetanZeku
ŋŋ	ŋː	N	Consonant	1	U+014B U+014B	"soŋŋa"	MotuoTsangla
ŋ̊	ŋ̊	N	Consonant	13	U+014B U+030A	"dʑoŋ¹³ŋ̊o⁵³,rŋ̊a shi,rŋ̊ən na"	AmdoTibetanZeku,Darang,Jinuo,KhamsTibetan,YajiangQueyu
ŋ̩	ŋ̍	N	Consonant	18	U+014B U+0329	"kuŋ̩³¹kai³⁵ʑai⁵⁵,roŋ̩⁵⁵bu⁵³,ȵi⁵⁵ŋ̩⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,Darang,Ersu,Idu,Kaman,KhamsTibetan,LhasaTibetan,MamaTshona,WrittenBurmese
ŏ̱	ŏ̠/o	U	Vowel	16	U+014F U+0331	"lŏ̱⁵⁵khjap⁵⁵tʃe⁵¹,lŏ̱⁵⁵mo⁵⁵lă²¹tshe⁵¹khja,ŋŏ̱ʔ⁵⁵sut⁵⁵"	Atsi
ŭʴ	u˞̆/u˞	Y	Vowel	1	U+016D U+02B4	"mɯ³¹dŭʴ⁵³"	Trung
ȵ$	ȵ	N	Consonant	1	U+0235 U+0024	"ȵeptaȵ"	MotuoTsangla
ȵʑ	ȵ ʑ	N S	Consonant Consonant	2	U+0235 U+0291	"mtsho ȵʑaŋ,mɯ ȵʑɯ"	DanbaErgong
ȵ̂	ȵ	N	Consonant	9	U+0235 U+0302	"le²jɑɑȵ̂²pjaṁ²,pjɑȵ̂²prɑ³,pu¹sɑȵ̂³"	WrittenBurmese
ȵ̊	ȵ̊	N	Consonant	1	U+0235 U+030A	"ɑ ȵ̊ɑũ⁵³"	RangoonBurmese
ȵ̥	ȵ̥	N	Consonant	17	U+0235 U+0325	"rȵ̥ək ma,ɑȵ̥ɑū⁵³htwɛʔ⁴⁴,ʑɛ³⁵ȵ̥i³⁵"	Achang,AmdoTibetanZeku,KhamsTibetan,RangoonBurmese,TaobaPumi,YajiangQueyu
ȵ̩	ȵ̩	N	Consonant	5	U+0235 U+0329	"suat⁵³na¹¹ȵ̩i³³,ɑ³¹ȵ̩⁵⁵,ɑ³¹ȵ̩⁵⁵sɿ³¹lɑ⁵⁵"	Anong,Sulong
ȶs	ts	C	Consonant	3	U+0236 U+0073	"tɕhi⁵⁵fi³³ȶsi⁴⁴,ɑ⁴²ju³³ju³³ȶsi⁴⁴,ɣã³³ȶsɿ̄³¹"	BijiangBai,ShuikuiHani
ȶɕ	tɕ	C	Consonant	2	U+0236 U+0255	"lu̱³³ȶɕi⁵⁵,lĩ²¹ ȶɕie¹³"	NanhuaYi,NanjianYi
ȶʂ	ʈʂ	C	Consonant	1	U+0236 U+0282	"pɑχȶʂu ʁɑ"	MawoQiang
ȶʃ	tʃ	T	Consonant	1	U+0236 U+0283	"luɑ³³ȶʃu⁵⁵"	Ersu
ɐ$	ɐ	E	Vowel	51	U+0250 U+0024	"tə po lɐŋ tʃɐ,tə zɐ,tʃɐ zgɐ"	AmdoTibetanZeku,MaerkangrGyalrong
ɐi	ɐ i	E I	Vowel Vowel	23	U+0250 U+0069	"khɐi pha lo lo,kɐi hwui,pɐi pɐi"	MaerkangrGyalrong
ɐ̃	ɐ̃	E	Vowel	1	U+0250 U+0303	"mɐ̃³⁵ɬio⁵³"	TaobaPumi
ɐ̄	ɐ̄/ɐ	E	Vowel	1	U+0250 U+0304	"bʐɐ̄³⁵"	TaobaPumi
ɐ̱	ɐ̠/ɐ	E	Vowel	10	U+0250 U+0331	"dʑyɐ̱³⁵,lɐ̱³⁵,ʐɐ̱³⁵"	Muya
ɑ$	ɑ	A	Vowel	130	U+0251 U+0024	"dʒə pɑ,lɑ tʂɑ,χən thɑ"	AmdoTibetanZeku,BijiangNusu,Idu,Kaman,MawoQiang,Trung
ɑ:	ɑː	A	Vowel	1	U+0251 U+003A	"ʒɑ⁵⁵ ɑ:³¹"	Lisu
ɑi	ɑ i	A I	Vowel Vowel	269	U+0251 U+0069	"hswɑi³,klɑi⁵³,ko⁵⁵tsɑ⁵⁵ɹɑi⁵⁵me⁵⁵"	Anong,Darang,Ersu,Idu,Kaman,NanjianYi,RangoonBurmese,Trung,WrittenBurmese
ɑo	ɑ o	A U	Vowel Vowel	15	U+0251 U+006F	"o²¹ni²¹ɑo³³,phu⁵⁵thɑo⁵⁵,pɑo³³uei²¹"	DaliBai,JianchuanBai,NanjianYi
ɑu	ɑ u	A Y	Vowel Vowel	197	U+0251 U+0075	"bɑuŋ³⁵,jɑŋ⁵³ɹɑu⁵⁵,phu thɑu səʴ mi"	Anong,Darang,Ersu,Idu,Kaman,KhamsTibetan,MawoQiang,QinghuaPumi,RangoonBurmese,TaopingQiang,Trung
ɑy	ɑ y	A Y	Vowel Vowel	1	U+0251 U+0079	"ʑɑy²¹ʑy⁵⁵"	NanjianYi
ɑɑ	ɑː	A	Vowel	2	U+0251 U+0251	"le²jɑɑȵ̂²pjaṁ²,tɑ¹rɑɑ¹hnɑŋ¹tɑs"	WrittenBurmese
ɑʴ	ɑ˞	A	Vowel	85	U+0251 U+02B4	"lɯ³¹dɑʴ⁵⁵,ɬɑ³¹tshɑʴ⁵⁵ŋɑ⁵⁵ȵi³¹,ʂɑʴ⁵⁵"	BijiangNusu,MawoQiang,Trung
ɑː	ɑː	A	Vowel	1	U+0251 U+02D0	"qhɑːsti"	MawoQiang
ɑ̃	ɑ̃	A	Vowel	392	U+0251 U+0303	"khɛ⁵⁵tɑ̃²²,uɑ̃⁴²,ŋɑ̃u⁵⁵tɑ̃u⁵⁵"	BijiangBai,BijiangNusu,Ersu,Guiqiong,JianchuanBai,Jingpho,Jinuo,Muya,QinghuaPumi,RangoonBurmese,TaobaPumi,Trung,XideYi,Xumi
ɑ̄	ɑ̄/ɑ	A	Vowel	1	U+0251 U+0304	"sɑ̄⁵⁵phɑ̱⁵⁵ȵi³¹"	BijiangNusu
ɑ̆	ɑ̆/ɑ	A	Vowel	361	U+0251 U+0306	"phɑ̆l⁵³,tɕi³¹klɑ̆ŋ⁵³,ɑ³¹sɑ̆ŋ⁵⁵nì⁵³"	BijiangNusu,Kaman,Trung
ɑ̱	ɑ̠/ɑ	A	Vowel	39	U+0251 U+0331	"dʑɑ̱³¹,kɹɑ⁵⁵nɑ̱⁵³,tɑ̱⁵³tshu⁵⁵"	BijiangNusu
ɑṁ	ã	A	Vowel	34	U+0251 U+1E41	"noŋ²ŋɑṁ²,shɑṁ²pɑŋ²rit,wɑk wɑṁ²"	WrittenBurmese
ɒ̱	ɒ̠/ɒ	O	Vowel	2	U+0252 U+0331	"lɒ̱²¹,ɕɒ̱²¹me̱²¹"	MojiangYi
ɔ$	ɔ	U	Vowel	23	U+0254 U+0024	"hɔ,ntɕhɛ dʐɔ,stɕɔ"	AmdoTibetanZeku,BokarLhoba,DanbaErgong
ɔi	ɔ i	U I	Vowel Vowel	26	U+0254 U+0069	"mjɛn³⁵phɔi³¹,sɔi³⁵,ŋɔi³¹"	Maru,Trung
ɔu	ɔ u	U Y	Vowel Vowel	9	U+0254 U+0075	"phɔu³⁵,tɕɔu³³,ɕo³¹ɕɔu³⁵"	Jinuo
ɔʴ	ɔ˞	U	Vowel	40	U+0254 U+02B4	"buɔʴ⁵⁵ɔʴ³¹,xuɔʴ⁵³,ȵi³¹xuɔʴ⁵³dɔ̃⁵⁵bɑ³¹"	BijiangNusu,Sulong,Trung
ɔː	ɔː	U	Vowel	7	U+0254 U+02D0	"kɔː⁵⁵,sɔː⁵⁵li⁵³,ʑɔː¹³mo⁵³"	MamaTshona
ɔ̂	ɔ̂/ɔ	U	Vowel	1	U+0254 U+0302	"mre²ɔ̂³zɑ²"	WrittenBurmese
ɔ̃	ɔ̃	U	Vowel	338	U+0254 U+0303	"jɔ̃³⁵na̱k⁵⁵,khɹɑ³⁵phɹɔ̃³⁵,tshɔ̃⁵⁵ɔ̃³¹nɑ³⁵"	BijiangNusu,Guiqiong,Maru,QinghuaPumi,Xumi
ɔ̆	ɔ̆/ɔ	U	Vowel	56	U+0254 U+0306	"gɹɔ̆t⁵⁵pu⁵⁵,nɔ̆³¹na̱uŋ⁵⁵,tsɔ̆³⁵mɔʔ³¹"	Maru,Trung
ɔ̱	ɔ̠/ɔ	U	Vowel	92	U+0254 U+0331	"jɔ̱³¹,lɔ̱⁵⁵na̱t⁵⁵khjɛʔ⁵⁵,ɔ³¹mjɔ̱³¹mjɔ̱³¹"	BijiangNusu,CaiyuanHani,DazhaiHani,Maru
ɕh	ɕʰ	S	Consonant	9	U+0255 U+0068	"pe⁵⁵ɕha⁵³,she⁵³ta⁵³ka⁵⁵ɕhɛ⁵³,ɕhɯ ɕhɯ"	BijiangNusu,DanbaErgong,KhamsTibetan
ə$	ə	E	Vowel	434	U+0259 U+0024	"a jaŋ dzə,khɐk pə,mə rgu tʃə"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,MaerkangrGyalrong,MawoQiang
əi	ə i	E I	Vowel Vowel	10	U+0259 U+0069	"kə təi,wu rkəi,xəi⁵⁵"	BokarLhoba,Ersu,MaerkangrGyalrong,Sulong
əu	ə u	E Y	Vowel Vowel	38	U+0259 U+0075	"tɑ¹³tɕəu⁵⁵,tɕhəu³¹,ʂəu⁵⁵piɑu⁵¹"	Achang,Ersu,MaerkangrGyalrong,MawoQiang,QinghuaPumi,TaobaPumi,TaopingQiang,YajiangQueyu
əy	ə y	E Y	Vowel Vowel	1	U+0259 U+0079	"tɕəy³³tɕhy³⁵"	Guiqiong
əʴ	ə˞	E	Vowel	91	U+0259 U+02B4	"bɹəʴ³³,miɛ⁵⁵ kəʴ³³,məŋ³³tka³³həʴ⁵³"	BijiangNusu,DanbaErgong,Ersu,LijiangNaxi,MawoQiang,Namuyi,Sulong,TaopingQiang,Xumi
əː	əː	E	Vowel	6	U+0259 U+02D0	"məː noː,ɦo məː biː,ɦəː moŋ"	BokarLhoba
ə̃	ə̃	E	Vowel	74	U+0259 U+0303	"phə̃³³phə̃⁵⁵,sə̃⁵⁵bi⁵⁵,xə¹³tsuə̃⁵⁵"	BijiangNusu,Ersu,LhasaTibetan,Namuyi,QinghuaPumi,TaobaPumi,Xumi,YajiangQueyu
ə̄	ə̄/ə	E	Vowel	2	U+0259 U+0304	"bə̄⁵⁵,lə̄³³"	DazhaiHani,QinghuaPumi
ə̆	ə̆/ə	E	Vowel	48	U+0259 U+0306	"khə̆³¹lɔ̱̃³⁵,lə̆³¹ŋja̱u³⁵,tʃhə̆³¹xui³⁵"	Maru
ə̱	ə̠/ə	E	Vowel	6	U+0259 U+0331	"mə̆³¹tsə̱ŋ⁵⁵,pə̱ŋ³⁵,tsə̱ŋ³¹"	Maru
ɛ$	ɛ	E	Vowel	132	U+025B U+0024	"nɛ nɛ,pe tshɛ,pɛ"	BokarLhoba,DanbaErgong,Jinuo,Maru,MileYi,WrittenBurmese
ɛi	ɛ i	E I	Vowel Vowel	12	U+025B U+0069	"jo⁵⁵tsɛi³³,qhɛi⁵⁵,tɕhi³³pɛi⁵³"	Ersu,Xumi,YajiangQueyu
ɛu	ɛ u	E Y	Vowel Vowel	11	U+025B U+0075	"zdɛu,ʁa vtɕhɛu,ʐzɛu"	DanbaErgong
ɛʴ	ɛ˞	E	Vowel	30	U+025B U+02B4	"a³³bɛʴŋ³³,chə³³chɛʴ⁵³,ɦɛ³³pɛʴ³³"	DanbaErgong,Ersu,Namuyi,Sulong
ɛː	ɛː	E	Vowel	26	U+025B U+02D0	"kɛːpen,pɛː¹³lᴀn⁵⁵,pɛː¹³tʂᴀŋ⁵³"	BokarLhoba,MamaTshona
ɛ̃	ɛ̃	E	Vowel	429	U+025B U+0303	"kuɛ̃³⁵,tʃhɛ̃³⁵,xuɛ̃⁵⁵mə⁵³"	BijiangNusu,Ersu,Guiqiong,JianchuanBai,Jinuo,LhasaTibetan,Lisu,Maru,Muya,Namuyi,QinghuaPumi,ShuikuiHani,TaobaPumi,Xumi,YajiangQueyu
ɛ̆	ɛ̆/ɛ	E	Vowel	1	U+025B U+0306	"tʃhɛ̆³¹mɛ³¹"	Maru
ɛ̱	ɛ̠/ɛ	E	Vowel	101	U+025B U+0331	"bɛ̱³³ʑo³³,dɛ̱²¹,tɛ̱ʔ⁵⁵"	BijiangNusu,Jinuo,Maru,MileYi,MojiangYi,Namuyi,NanhuaYi,ShuikuiHani
ɣs	ɣ s	G S	Consonant Consonant	4	U+0263 U+0073	"rdza ɣsəm mba,tshe wa ɣsəm,ɣdə ɣso"	AmdoTibetanZeku
ɣʑ	ɣ ʑ	G S	Consonant Consonant	3	U+0263 U+0291	"mbar ɣʑən,rno ɣʑe,tɕi ɣʑi"	AmdoTibetanZeku,MawoQiang
ɤ$	ɤ	E	Vowel	22	U+0264 U+0024	"sɤ,zdɤ,zɤ |ɹɤ"	MawoQiang
ɤi	ɤ i	E I	Vowel Vowel	4	U+0264 U+0069	"dzɤi,sɤi,ȵɤia la"	DanbaErgong,MawoQiang
ɤu	ɤ u	E Y	Vowel Vowel	2	U+0264 U+0075	"tshɤu³¹tsɿ̄³¹,xɤu⁵⁵"	CaiyuanHani
ɤː	ɤː	E	Vowel	1	U+0264 U+02D0	"dʐɤːdʐe"	MawoQiang
ɤ̱	ɤ̠/ɤ	E	Vowel	35	U+0264 U+0331	"mi³¹bɤ̱³³ba̱³¹za³¹,nɤ̱³³sɿ³¹,xɤ̱³³"	CaiyuanHani,DazhaiHani
ɦ$	ɦ	H	Consonant	7	U+0266 U+0024	"dgaɦ,gɕaɦ dkaɦ,mdaɦ"	WrittenTibetan
ɪ̃	ɪ̃	I	Vowel	100	U+026A U+0303	"phɪ̃³³phɪ̃⁵⁵,zɔ̃³³zũ⁵⁵hɪ̃⁵⁵,ɣɪ̃⁵⁵ɣiã³⁵"	BijiangBai,Guiqiong,JianchuanBai,Jinuo,LhasaTibetan,MojiangYi,Muya,Namuyi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,Xumi,YajiangQueyu,YongningNaxi
ɪ̈	ɪ̈	I	Vowel	1	U+026A U+0308	"ʑɪ̈²¹xᴀ̃²¹"	MojiangYi
ɪ̵	ɨ̞	I	Vowel	1	U+026A U+0335	"tɕɪ̵⁵⁵iɛ̃⁵³"	TaobaPumi
ɬw	ɬ w	L W	Consonant Consonant	2	U+026C U+0077	"pjɑ̃²²ɬwɑ⁵⁵,tɕɔ²²ɬwɑ⁵⁵"	RangoonBurmese
ɬ̣	ɬ̩	L	Consonant	1	U+026C U+0323	"m̩³³ɬ̣³³phu̱³³"	XideYi
ɬ̩	ɬ̩	L	Consonant	2	U+026C U+0329	"dʑu²¹ɬ̩²¹phe³³thu̱³³,gu²¹ɬ̩³³"	XideYi
ɯ$	ɯ	I	Vowel	155	U+026F U+0024	"ndɯ,vtɕɯ,wsɯ wsɯ"	BokarLhoba,DanbaErgong
ɯi	ɯ i	I I	Vowel Vowel	87	U+026F U+0069	"kɑ³¹mɑ⁵⁵xɑ⁵⁵tɯi⁵³,soŋ⁵⁵bɯi³⁵,ɑ³¹pɑi³⁵bɯi³⁵"	BijiangNusu,Darang,DazhaiHani,Idu,Kaman,Trung,Tujia,Xumi
ɯu	ɯ u	I Y	Vowel Vowel	61	U+026F U+0075	"kɯu⁵³,ŋkhɯu ma ȶɕhi je,ȵtɕhɯu⁵³dɑ̆p³⁵"	DanbaErgong,Darang,Idu,Kaman,QinghuaPumi
ɯʴ	ɯ˞	I	Vowel	2	U+026F U+02B4	"tɯ³¹ɕɯʴ⁵⁵dzɑ⁵³,wtɕhɯʴ◦wtɕhɯʴ"	DanbaErgong,Trung
ɯː	ɯː	I	Vowel	1	U+026F U+02D0	"mɯː ȵiŋ"	BokarLhoba
ɯ̃	ɯ̃	I	Vowel	51	U+026F U+0303	"tsɯ̃⁴²,zɯ̃⁵⁵,ɕu⁵⁵sɯ̃⁵⁵"	BijiangBai,JianchuanBai,Jinuo,MojiangYi,Trung,Xumi
ɯ̄	ɯ̄/ɯ	I	Vowel	2	U+026F U+0304	"qhɯ̄⁵⁵,tɯ̄⁵⁵"	BijiangBai,JianchuanBai
ɯ̆	ɯ̆/ɯ	I	Vowel	60	U+026F U+0306	"dʑi⁵⁵gɹɯ̆p⁵⁵,ɑŋ³¹kɯ³¹lɯ̆m⁵⁵,ɑŋ³¹pɯ̆n⁵⁵"	Kaman,Trung
ɯ̩	ɯ̩/ɯ	I	Vowel	1	U+026F U+0329	"e⁵⁵bɯ̩³⁵"	Lisu
ɯ̱	ɯ̠/ɯ	I	Vowel	125	U+026F U+0331	"bɯ̱²¹,mo̱²¹tɯ̱²¹kᴀ̱³³dʑu³³mo³³,phɯ̱²¹"	BijiangNusu,DazhaiHani,Guiqiong,MileYi,MojiangYi,Muya,NanhuaYi,NanjianYi
ɳɖ	ⁿɖ	T	Consonant	1	U+0273 U+0256	"na³³ɳɖie³³"	DafangYi
ɹ$	ɹ	R	Consonant	1	U+0279 U+0024	"bɑɹ"	MawoQiang
ɿ$	ɿ	I	Vowel	24	U+027F U+0024	"ja |tsɿ,tɕhe tsɿ,y tsɿ"	Anong,DanbaErgong,NanjianYi
ɿ̄	ɿː	I	Vowel	148	U+027F U+0304	"tʂɿ̄³³,xv̱̩³¹ʃɿ̄³¹pɔ³³l̥ɔ³³,ŋgɔ⁴⁴tʂɿ̄³³"	BijiangNusu,CaiyuanHani,DazhaiHani,LijiangNaxi,Namuyi,NanjianYi,ShuikuiHani,TaopingQiang,XideYi
ɿ̨	ɿ	I	Vowel	1	U+027F U+0328	"sɿ̨³³"	NanjianYi
ʂ$	ʂ	S	Consonant	21	U+0282 U+0024	"gʐəʂ,he tɕiʂ,tʂhəʂ"	MawoQiang
ʂh	ʂʰ	S	Consonant	2	U+0282 U+0068	"khɑʴ³¹ʂhɑʴ⁵⁵ʔu³¹ɑ³¹,ɑ³¹tɿʂh⁵³"	Anong,BijiangNusu
ʈh	ʈʰ	T	Consonant	24	U+0288 U+0068	"tɕhi⁵⁵ʈhu³³,tʂho̱³³ʈho³³,ʈhe¹³ʈho³³"	Anong,BijiangBai,DafangYi,MileYi
ʐ$	ʐ	S	Consonant	12	U+0290 U+0024	"khʂəʐ,məʐ,rgə ʂaʐ"	MawoQiang
ʐʑ	ʐ ʑ	S S	Consonant Consonant	1	U+0290 U+0291	"wmə ʐʑa"	DanbaErgong
ʑw	ʑ w	S W	Consonant Consonant	1	U+0291 U+0077	"ʐəʑwɛ"	DanbaErgong
ʔ$	ʔ	H	Consonant	31	U+0294 U+0024	"braʔ,jaʔ,miriʔ"	MotuoTsangla
ʔɕ	ʔ ɕ	H S	Consonant Consonant	1	U+0294 U+0255	"roʔɕiŋ"	MotuoTsangla
ᴀː	aː	A	Vowel	24	U+1D00 U+02D0	"pᴀː¹³ri⁵³,thᴀː⁵⁵mo⁵³jᴀ¹³,tᴀː¹³"	MamaTshona
ᴀ̃	ã	A	Vowel	34	U+1D00 U+0303	"khuᴀ̃³³,liᴀ̃²¹,ɕi²¹nᴀ̃²¹"	MileYi,MojiangYi,NanhuaYi
ᴀ̱	a̠/a	A	Vowel	192	U+1D00 U+0331	"hᴀ̱³³,phɯ²¹khᴀ̱³³,tʂᴀ̱³³vɛ̱²¹"	MileYi,MojiangYi,NanhuaYi
ᴇ$	e̞	E	Vowel	71	U+1D07 U+0024	"ka nə ŋlᴇ,kə ngu ʃtʃᴇ,ʃᴇ"	MaerkangrGyalrong
ṯθ	tθ	T	Consonant	1	U+1E6F U+03B8	"ɑ ṯθi⁵⁵"	RangoonBurmese
ẽĩ	ẽ i	E I	Vowel Vowel	9	U+1EBD U+0129	"thi²¹u²¹pẽĩ²¹,tʂẽĩ⁵⁵tɕhyo¹³,vẽĩ²¹tʂɑŋ⁵⁵"	NanjianYi
ẽʴ	ẽ˞	E	Vowel	14	U+1EBD U+02B4	"phẽʴ⁴²,ŋ̊ẽʴ³¹tʰɑ⁵⁵,ʈhɑ⁵⁵dʐẽʴ³³"	BijiangBai,BijiangNusu
⁴²	⁴² +	3 _	Tone Marker	356	U+2074 U+00B2	"mo⁴²lo²¹,uɑ⁴⁴mi⁴²no³³,ʐeʴ⁴²ŋuɑ⁴⁴"	BijiangBai,BlackLahu,DaliBai,JianchuanBai,Jinuo
⁴³	⁴³ +	3 _	Tone Marker	1	U+2074 U+00B3	"phou⁴³jou³¹"	DaliBai
⁴¹	⁴¹ +	3 _	Tone Marker	63	U+2074 U+00B9	"dzɑ³³phɑ⁴¹lɑ⁴¹,tʃhi⁴¹mɑ⁴⁴,ʃuɑ⁴⁴o⁴¹tʃɯ³⁵"	Lisu
⁴⁴	⁴⁴ +	5 _	Tone Marker	721	U+2074 U+2074	"ko⁴⁴de³¹,mɑ⁴⁴tʃhɿ⁴⁴,tshɿ⁴⁴ʃɿ³¹"	BijiangBai,DaliBai,JianchuanBai,Jinuo,Lisu,Namuyi,RangoonBurmese,XideYi
⁵$	⁵	6	Tone	8	U+2075 U+0024	"so³¹ɣa³¹dzo⁵⁵jɔ⁵,ti⁵⁵tsɑ̆l⁵⁵ɑ³¹ni⁵⁵sɯ³¹lɑ⁵,ɕui³³tɕui⁵⁵tɕui⁵⁵vĩ³³qɑ⁵"	Anong,BijiangBai,Darang,DazhaiHani,MileYi,Trung
⁵²	⁵² +	3 _	Tone Marker	1	U+2075 U+00B2	"pɑ⁵³htɑ⁵²mɑ⁵³"	RangoonBurmese
