Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^t	t	T	Consonant	2651	U+005E U+0074	"to²¹vaŋ⁵¹,tɑ³³qhuɔ⁵³,tɑ̃²²khu⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^u	u	Y	Vowel	252	U+005E U+0075	"u²¹pɯ²¹tɕi̱³³,u³¹thuʔ³¹,u⁵⁵ka⁵⁵"	Achang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Kaman,LhasaTibetan,LijiangNaxi,Lisu,Muya,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenBurmese,Xumi,YajiangQueyu,YongningNaxi
^v	v	B	Consonant	448	U+005E U+0076	"vɛ̃³¹,vɛ⁴¹ti⁵⁵,vɯ⁵⁵"	Achang,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Ersu,Guiqiong,JianchuanBai,Jinuo,LijiangNaxi,Lisu,Maru,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,XideYi,YongningNaxi
^w	w	W	Consonant	398	U+005E U+0077	"wan³¹tsi³³,wɑ³⁵,wɔ³⁵tʃɿ⁵⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,Darang,Ersu,Guiqiong,Idu,Jingpho,Kaman,KhamsTibetan,LhasaTibetan,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MotuoTsangla,Muya,RangoonBurmese,Sulong,TaobaPumi,Trung,Tujia,WrittenBurmese,WrittenTibetan,Xumi,YajiangQueyu
^x	x	G	Consonant	1285	U+005E U+0078	"xəi⁵⁵,xə⁵⁵mo⁵⁵,xɯ³³xɯ⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LijiangNaxi,Lisu,Maru,MawoQiang,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,TaobaPumi,TaopingQiang,Trung,Tujia,XideYi,Xumi,YajiangQueyu,YongningNaxi
^y	y	Y	Vowel	22	U+005E U+0079	"yan pi,ye¹³,y³³tʃu⁵³"	BijiangNusu,DanbaErgong,Ersu,Guiqiong,MawoQiang,Namuyi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang
^z	z	S	Consonant	637	U+005E U+007A	"zgiaŋ,zo²¹du³³,zɑ¹luṁ²"	Anong,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,DazhaiHani,Ersu,Guiqiong,Jinuo,KhamsTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ã	ã	A	Vowel	1	U+005E U+00E3	"ã³³"	Namuyi
^ç	ç	C	Consonant	8	U+005E U+00E7	"çɑt⁵⁵,çɑ̆t⁵⁵,çɑ̆t⁵⁵tsɑ̆l⁵⁵"	AmdoTibetanBlabrang,LhasaTibetan,Trung,YajiangQueyu
^ê	ê/e	E	Vowel	2	U+005E U+00EA	"ê²kɑ¹,êɑȵ¹thɑȵ²"	WrittenBurmese
^õ	õ	U	Vowel	9	U+005E U+00F5	"õ²¹,õ³⁵,õ⁵⁵"	BijiangBai,JianchuanBai,Lisu,Muya,QinghuaPumi,RangoonBurmese,TaobaPumi
^ø	ø	U	Vowel	16	U+005E U+00F8	"ø³¹khø⁵⁵bo³³ɤ³³,ø³¹la³³,ø³¹ma³³"	DazhaiHani,Guiqiong,Jinuo,MamaTshona,Maru
^û	û/u	Y	Vowel	7	U+005E U+00FB	"û³htup,û³kri³,û¹"	WrittenBurmese
^ĕ	ĕ/e	E	Vowel	1	U+005E U+0115	"ĕt⁵⁵ɕɯ³¹"	Trung
^ĩ	ĩ	I	Vowel	4	U+005E U+0129	"ĩŋ³⁵,ĩ⁵⁵tɕi²²,ĩ⁵⁵ȵi³³kᴀ³³"	BijiangNusu,NanhuaYi,RangoonBurmese,Trung
^ī	ī/i	I	Vowel	1	U+005E U+012B	"ī⁵⁵lɯi⁵⁵bɑ⁵³"	Idu
^ĭ	ĭ/i	I	Vowel	2	U+005E U+012D	"ĭp⁵⁵,ĭŋ⁵⁵ne⁵⁵"	Trung
^ŋ	ŋ	N	Consonant	799	U+005E U+014B	"ŋkhɛʴ,ŋuɛ²¹,ŋu⁵⁵qhɑ̃⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ũ	ũ	Y	Vowel	3	U+005E U+0169	"ũ⁵⁵,ũ⁵⁵pɑ⁵³,ũ⁵⁵rɛ³³phɐ³³"	Guiqiong,Xumi
^ȵ	ɲ	N	Consonant	879	U+005E U+0235	"ȵi²¹bɛ³³,ȵi³³zɑ³¹,ȵu³¹bi³³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ɐ	ɐ	E	Vowel	6	U+005E U+0250	"ɐ³³hɐ³⁵tɕhɐ³³,ɐ³³tsɯ⁵⁵nɯ³³,ɐ⁵⁵khɐ⁵³"	Muya
^ɑ	ɑ	A	Vowel	1060	U+005E U+0251	"ɑ³¹hi⁵⁵ȵu⁵⁵,ɑ³¹pu³⁵,ɑ⁵⁵sũ³³"	Achang,Anong,Atsi,BijiangBai,BijiangNusu,DaliBai,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,LijiangNaxi,Lisu,MawoQiang,NanjianYi,RangoonBurmese,TaopingQiang,Trung,WrittenBurmese,Xumi,YongningNaxi
^ɒ	ɒ	O	Vowel	1	U+005E U+0252	"ɒ⁵⁵jɑ³⁵"	Idu
^ɔ	ɔ	U	Vowel	225	U+005E U+0254	"ɔ³¹khu⁵⁵,ɔ³¹sᴀ¹¹mᴀ³³,ɔ⁵⁵tɔ⁵⁵"	Achang,BlackLahu,CaiyuanHani,DazhaiHani,Guiqiong,LhasaTibetan,MamaTshona,Maru,ShuikuiHani,Trung,WrittenBurmese,XideYi
^ɕ	ɕ	S	Consonant	1121	U+005E U+0255	"ɕi44kv⁴⁴ɕi⁴⁴mi⁴²,ɕieu³³li²¹,ɕou⁵⁵li³¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ɖ	ɖ	T	Consonant	38	U+005E U+0256	"ɖi³¹gɑŋ⁵⁵,ɖə⁵⁵,ɖɯ³¹ɖɯŋ⁵⁵"	Anong,BijiangBai,DafangYi,MileYi
^ə	ə	E	Vowel	70	U+005E U+0259	"ə pəː,əp¹³rɛʔ⁵³-cap¹³,ə³³sɯ³¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BlackLahu,BokarLhoba,Ersu,LhasaTibetan,LijiangNaxi,MawoQiang,Namuyi,Tujia,YongningNaxi
^ɛ	ɛ	E	Vowel	68	U+005E U+025B	"ɛ³³ndɛ⁵⁵,ɛ⁵⁵gɯ¹³,ɛ⁵⁵zɿ⁵⁵"	BlackLahu,BokarLhoba,DanbaErgong,Guiqiong,JianchuanBai,Muya,Namuyi,NanhuaYi,QinghuaPumi,RangoonBurmese,Xumi
^ɟ	ɟ	C	Consonant	26	U+005E U+025F	"ɟjɐ ndzɐ,ɟɔ̆ʔ⁵⁵ɹɑ⁵³tɕi⁵⁵tɕi³¹,ɟɔ⁵⁵mɑ̆i⁵⁵ɹɑ³¹"	BijiangNusu,MaerkangrGyalrong,Sulong,Trung
^ɣ	ɣ	G	Consonant	715	U+005E U+0263	"ɣnam rəp,ɣnə su a,ɣu⁵³"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,DazhaiHani,Guiqiong,JianchuanBai,Jinuo,KhamsTibetan,LijiangNaxi,Lisu,Maru,MawoQiang,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,Tujia,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ɤ	ɤ	E	Vowel	11	U+005E U+0264	"ɤ⁵⁵khɔ³¹,ɤ⁵⁵lu⁵⁵,ɤ⁵⁵tsha⁵⁵"	CaiyuanHani,DazhaiHani,MojiangYi
^ɦ	ɦ	H	Consonant	221	U+005E U+0266	"ɦphjag,ɦphur,ɦɛ mɛʴtɯ"	BokarLhoba,DanbaErgong,Muya,Namuyi,Sulong,WrittenTibetan,Xumi,YajiangQueyu
^ɬ	ɬ	L	Consonant	224	U+005E U+026C	"ɬai⁵⁵,ɬi³³mə³³ba²¹,ɬɛ⁵⁵to³³ji⁵⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangNusu,DafangYi,DanbaErgong,Ersu,Guiqiong,Jinuo,KhamsTibetan,LhasaTibetan,MaerkangrGyalrong,MamaTshona,MawoQiang,MileYi,MotuoTsangla,Namuyi,QinghuaPumi,RangoonBurmese,TaobaPumi,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ɮ	ɮ	L	Consonant	3	U+005E U+026E	"ɮi,ɮiaŋ,ɮɯu"	DanbaErgong
^ɯ	ɯ	I	Vowel	33	U+005E U+026F	"ɯ jɯŋ la ɦum,ɯ⁵⁵tsha⁵⁵,ɯ⁵⁵vu³³"	BokarLhoba,DafangYi,DazhaiHani,JianchuanBai,Jinuo,MojiangYi,NanhuaYi,Tujia
^ɲ	ɲ	N	Consonant	4	U+005E U+0272	"ɲep⁵⁵,ɲɯl⁵⁵,ɲɯ̆p⁵⁵"	Trung
^ɳ	ɳ	N	Consonant	23	U+005E U+0273	"ɳe³³,ɳi⁵⁵ɕi³¹,ɳɯŋ⁵⁵ɳɯŋ⁵⁵ɕɛn³¹"	Anong,DafangYi,Trung
^ɸ	ɸ	B	Consonant	14	U+005E U+0278	"ɸe⁵⁵tɕi⁵⁵,ɸui⁵⁵,ɸɛ̃⁵⁵tue³⁵"	MaerkangrGyalrong,MawoQiang,Xumi
^ɹ	ɹ	R	Consonant	139	U+005E U+0279	"ɹa sta,ɹɑ³¹u³¹lɔ⁵³,ɹɑ̆k⁵⁵tɔŋ⁵⁵nɑ̆m⁵³"	Anong,BijiangNusu,Darang,Idu,Kaman,MawoQiang,Sulong,Trung,Xumi
^ʁ	ʁ	R	Consonant	190	U+005E U+0281	"ʁlu mdʑi,ʁo³³tʂɑ̃³⁵,ʁo⁵⁵pəʴ³³"	DanbaErgong,MawoQiang,Muya,Namuyi,TaopingQiang,Xumi
^ʂ	ʂ	S	Consonant	547	U+005E U+0282	"ʂu⁵³,ʂã⁵⁵,ʂɿ⁵⁵tɕi⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,DanbaErgong,Ersu,Guiqiong,KhamsTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,Trung,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ʃ	ʃ	S	Consonant	348	U+005E U+0283	"ʃă³³|kan³³,ʃă³¹naʔ⁵⁵,ʃək phu"	Atsi,Ersu,Guiqiong,Jingpho,Jinuo,Lisu,MaerkangrGyalrong,MamaTshona,Maru,QinghuaPumi,ShuikuiHani,TaopingQiang
^ʅ	ʅ	I	Vowel	1	U+005E U+0285	"ʅɿ³¹ʑi¹³"	YongningNaxi
^ʈ	ʈ	T	Consonant	47	U+005E U+0288	"ʈo³³ȵi²¹,ʈɑ̃²¹,ʈɯ⁴²"	Anong,BijiangBai,DafangYi,MileYi
^ʐ	ʐ	S	Consonant	372	U+005E U+0290	"ʐqa le,ʐy³⁵,ʐʁe"	Achang,Anong,BijiangBai,BijiangNusu,DanbaErgong,Ersu,Guiqiong,LijiangNaxi,MawoQiang,MileYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ʑ	ʑ	S	Consonant	422	U+005E U+0291	"ʑe̱³³mo²¹,ʑi³⁵,ʑi⁵⁵ʑi⁵³"	Achang,BijiangNusu,BokarLhoba,DafangYi,DanbaErgong,Ersu,Guiqiong,KhamsTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,NanhuaYi,NanjianYi,Sulong,TaobaPumi,TaopingQiang,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ʒ	ʒ	S	Consonant	105	U+005E U+0292	"ʒu³¹ɣɔ³¹,ʒv̩³³xa³³xa³³,ʒɛ¹³nɛ¹³"	Atsi,Ersu,Guiqiong,Jingpho,Lisu,MaerkangrGyalrong,Maru,QinghuaPumi,ShuikuiHani,TaopingQiang,Xumi
^ʔ	ʔ	H	Consonant	205	U+005E U+0294	"ʔa ma,ʔaraʔ,ʔi⁵⁵ku³¹"	AmdoTibetanZeku,Anong,BijiangNusu,Idu,Kaman,KhamsTibetan,MaerkangrGyalrong,MamaTshona,MojiangYi,MotuoTsangla,WrittenTibetan
^β	β	B	Consonant	1	U+005E U+03B2	"βɛ⁵⁵"	Xumi
^θ	θ	D	Consonant	5	U+005E U+03B8	"θui³³,θæ³³,θɔŋ⁵³"	Sulong
^χ	χ	G	Consonant	219	U+005E U+03C7	"χdɑ³¹,χpə³³lo⁵⁵,χɑʴβu"	AmdoTibetanBlabrang,DanbaErgong,MawoQiang,Muya,Namuyi,TaopingQiang,Xumi
^ᴀ	a	A	Vowel	232	U+005E U+1D00	"ᴀ³³tʂhi̱⁵⁵,ᴀ³³vu³³mu²¹,ᴀ⁵⁵kho²¹"	BlackLahu,MileYi,MojiangYi,NanhuaYi
^ᴜ	u	Y	Vowel	1	U+005E U+1D1C	"ᴜɑ⁴⁴"	DaliBai
^ḥ	h̩/h	H	Consonant	1	U+005E U+1E25	"ḥgoŋ wa"	AmdoTibetanBlabrang
^ḷ	ḷ/l	L	Consonant	9	U+005E U+1E37	"ḷ³³ma⁵⁵,ḷ³³ʑi³³,ḷ⁵⁵"	NanjianYi,XideYi
^ṇ	ṇ/n	N	Consonant	4	U+005E U+1E47	"ṇ²¹tsi³³tshɿ⁴⁴,ṇ⁵⁵,ṇ⁵⁵ni²¹ɑo²¹"	NanjianYi
^ẽ	ẽ	E	Vowel	16	U+005E U+1EBD	"ẽ²²,ẽ³³tɕui²¹,ẽ⁵⁵tɕheɹ³³"	BijiangBai,JianchuanBai,Lisu,RangoonBurmese
a$	a	A	Vowel	1182	U+0061 U+0024	"dgon pa,ɦo ma,ʑo ʐa"	AmdoTibetanBlabrang,AmdoTibetanZeku,Atsi,BokarLhoba,DanbaErgong,Jingpho,KhamsTibetan,LhasaTibetan,MaerkangrGyalrong,MawoQiang,MotuoTsangla,WrittenTibetan
ai	a i	A I	Vowel Vowel	247	U+0061 U+0069	"phai³⁵,thai³⁵,tʂai⁵⁵"	Achang,Atsi,CaiyuanHani,DanbaErgong,Jingpho,Kaman,Maru,MawoQiang,MotuoTsangla,QinghuaPumi,TaopingQiang,Tujia,YajiangQueyu
ao	a o	A U	Vowel Vowel	1	U+0061 U+006F	"lĩ²¹tao³³"	NanjianYi
au	a u	A Y	Vowel Vowel	357	U+0061 U+0075	"fɛi³³tsau³³,phu²¹thau⁵⁵,tʃhauʔ⁵⁵pau³¹"	Achang,Atsi,CaiyuanHani,DanbaErgong,Ersu,Jingpho,LhasaTibetan,Maru,MotuoTsangla,TaobaPumi,Tujia,YajiangQueyu
aʴ	a˞	A	Vowel	65	U+0061 U+02B4	"vaʴ⁵⁵vaʴ⁵⁵,xi⁵⁵ma⁵⁵maʴ⁵⁵maʴ⁵⁵,ʁaʴ ʁaʴ"	DanbaErgong,Ersu,MawoQiang,Sulong
aː	aː	A	Vowel	19	U+0061 U+02D0	"kaː tɕak,taː pə,ɦaː tɕaː"	BokarLhoba
a̱	a̠/a	A	Vowel	417	U+0061 U+0331	"si³¹bja̱³¹,tsa̱³³,ŋja̱p⁵⁵"	Atsi,BijiangNusu,CaiyuanHani,DazhaiHani,Jingpho,Maru,Muya
aṁ	ã	A	Vowel	5	U+0061 U+1E41	"pjaṁ²hlwɑ³,thaṁ²mɑ¹ṇi¹,waṁ²pu¹lwe²"	WrittenBurmese
b$	b	P	Consonant	31	U+0062 U+0024	"gtsab,rdib,sleb"	WrittenTibetan
bh	bʰ	P	Consonant	8	U+0062 U+0068	"mɑ¹...bhu³,wɑk hmɑŋ²bhi³,ɑ¹bhɑj²"	WrittenBurmese
bs	b s	P S	Consonant Consonant	2	U+0062 U+0073	"thabs ɕes,thibs po"	WrittenTibetan
bw	bʷ	P	Consonant	1	U+0062 U+0077	"ɑ bwɑ⁵⁵"	RangoonBurmese
bɕ	b ɕ	P S	Consonant Consonant	2	U+0062 U+0255	"btɕu bɕi,zla bɕol"	WrittenTibetan
bʐ	b ʐ	P S	Consonant Consonant	20	U+0062 U+0290	"ma³⁵bʐɛ⁵³,miɑ⁵⁵bʐa¹³,nɐ⁵⁵bʐẽ⁵⁵be³⁵"	Ersu,QinghuaPumi,TaobaPumi,TaopingQiang
bʑ	b ʑ	P S	Consonant Consonant	3	U+0062 U+0291	"gru bʑi,lo tɕhaŋ bʑɯ,zla ba bʑi pa"	DanbaErgong,WrittenTibetan
bʒ	b ʒ	P S	Consonant Consonant	8	U+0062 U+0292	"khɐ bʒə,nə¹³bʒi⁵⁵,zla wa bʒi pɐ"	MaerkangrGyalrong,QinghuaPumi
ch	cʰ	C	Consonant	15	U+0063 U+0068	"kɛ¹⁵pa⁵⁵che⁵⁵,tɛː⁵³che⁵³,ɕi³³chəʴ³³"	LhasaTibetan,MamaTshona,Sulong
cɕ	tɕ	C	Consonant	1	U+0063 U+0255	"rcɕa"	AmdoTibetanZeku
cʑ	c ʑ	C S	Consonant Consonant	1	U+0063 U+0291	"ncʑa"	AmdoTibetanZeku
d$	d	T	Consonant	68	U+0064 U+0024	"bɕad,dgod,sruŋ skjob bjed"	MawoQiang,WrittenTibetan,YajiangQueyu
dz	dz	C	Consonant	404	U+0064 U+007A	"ni⁵⁵dzɿ³¹,shuɑʴ³⁵dzə̃ʴ³⁵,tɕu̱³¹dzø³¹"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BlackLahu,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MawoQiang,MileYi,MojiangYi,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
dʐ	ɖʐ	C	Consonant	153	U+0064 U+0290	"ga⁵³dʐi⁵⁵,hkɑ⁵⁵dʐu⁵⁵,vu³³dʐɛ⁵⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,DanbaErgong,Ersu,Guiqiong,Idu,KhamsTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MotuoTsangla,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
dʑ	dʑ	C	Consonant	428	U+0064 U+0291	"bə³¹dʑy³³,dɛ wdʑi,pɛ⁵⁵ji³³dʑɑ³³"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Kaman,KhamsTibetan,LijiangNaxi,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
dʒ	dʒ	T	Consonant	64	U+0064 U+0292	"dzɑ³³dʒo³¹,khə¹³sdʒə¹³,ȵɑ¹³dʒõ⁵⁵"	Ersu,Lisu,MaerkangrGyalrong,MawoQiang,QinghuaPumi,TaopingQiang,Xumi
dʴ	ɖ	T	Consonant	1	U+0064 U+02B4	"xdʴ⁵⁵kou³⁵"	DaliBai
e$	e	E	Vowel	305	U+0065 U+0024	"ze,zgʐe,ʐdze"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,KhamsTibetan,LhasaTibetan,MawoQiang,MotuoTsangla,RangoonBurmese,WrittenBurmese,WrittenTibetan,XideYi
ei	e i	E I	Vowel Vowel	50	U+0065 U+0069	"mei³¹,tə³⁵dzei⁵⁵,tʂha²¹pei³³"	Achang,BlackLahu,MawoQiang,NanjianYi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Xumi,YajiangQueyu
eu	e u	E Y	Vowel Vowel	5	U+0065 U+0075	"leu⁵⁵,teu⁵⁵,ʂeu²¹ku³³"	MamaTshona,NanjianYi
eʴ	e˞	E	Vowel	237	U+0065 U+02B4	"lo³⁵teʴ³⁵,tʂeʴ⁴²ȵi³³,ŋɑ⁴⁴te⁴⁴peʴ²¹"	BijiangBai,DaliBai,MawoQiang,Sulong,Trung
eː	eː	E	Vowel	14	U+0065 U+02D0	"breː¹³,ȵeː⁵⁵po⁵³,ȵeː◦ȵiŋ"	BokarLhoba,MamaTshona
e̱	e̠/e	E	Vowel	463	U+0065 U+0331	"te̱n³¹,te̱⁵⁵mu²¹,tɕhi³³ɕe̱³³"	Atsi,BijiangNusu,CaiyuanHani,DazhaiHani,Jingpho,MileYi,MojiangYi,NanhuaYi
g$	g	K	Consonant	102	U+0067 U+0024	"tshes pa gtɕig,ɦdre ɕig,ɦphrog"	WrittenTibetan
gs	g s	K S	Consonant Consonant	29	U+0067 U+0073	"ltɕags khjem,mkhregs po,thags khri"	WrittenTibetan
gw	gʷ	K	Consonant	2	U+0067 U+0077	"duŋ⁵⁵gwɑ⁵³,dzɯ³¹gwɑʔ⁵⁵"	Trung
gɕ	gɕ	K	Cluster	1	U+0067 U+0255	"thoŋ gɕol"	WrittenTibetan
gʐ	g ʐ	K S	Consonant Consonant	4	U+0067 U+0290	"gʐɯ gʐɯ,zgʐe,zgʐɯ mbɯ ko"	DanbaErgong
gʑ	g ʑ	K S	Consonant Consonant	5	U+0067 U+0291	"gʑon gʑon,rdog rgjag gʑus,tɕu gʑu"	MawoQiang,WrittenTibetan
hn	n̥	N	Consonant	13	U+0068 U+006E	"khu¹◦hnɑs,mɑ¹...hnɑŋ¹,ɑ¹hnaṁ²"	WrittenBurmese
hs	sʰ	S	Consonant	54	U+0068 U+0073	"hrɑs hsɑj²,pu⁵³hsẽ²²,seʔ⁴⁴hso⁵⁵"	RangoonBurmese,WrittenBurmese
ht	tθ	T	Consonant	32	U+0068 U+0074	"hda tɕə htɕək,û³htup,ȵə xhə htsa tɕək"	AmdoTibetanBlabrang,Ersu,RangoonBurmese,WrittenBurmese
hw	h w	H W	Consonant Consonant	4	U+0068 U+0077	"kha hwə,kɐi hwui,la hwa"	AmdoTibetanBlabrang,AmdoTibetanZeku,MaerkangrGyalrong
hʑ	h ʑ	H S	Consonant Consonant	1	U+0068 U+0291	"hda hʑə"	AmdoTibetanBlabrang
i$	i	I	Vowel	674	U+0069 U+0024	"nap tɕi,ptʂi,ta mŋi"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DafangYi,DanbaErgong,Lisu,MaerkangrGyalrong,MawoQiang,MojiangYi,MotuoTsangla,NanjianYi,Trung,WrittenTibetan,Xumi
ia	j a	J A	Consonant Vowel	190	U+0069 U+0061	"jian²¹liu²¹kha²¹moŋ²¹,lian⁵³,piak³³"	Achang,AmdoTibetanZeku,BijiangNusu,CaiyuanHani,DafangYi,DanbaErgong,Ersu,Kaman,LijiangNaxi,MaerkangrGyalrong,MawoQiang,ShuikuiHani,Sulong,TaopingQiang,Tujia,WrittenTibetan,YongningNaxi
ie	j e	J E	Consonant Vowel	441	U+0069 U+0065	"si⁵⁵ji⁵⁵jie⁵⁵,skie⁵⁵,tɕhi²¹ȵie³⁵"	AmdoTibetanBlabrang,BijiangBai,BijiangNusu,DafangYi,DaliBai,DanbaErgong,Darang,Guiqiong,Idu,JianchuanBai,Kaman,LijiangNaxi,MawoQiang,MojiangYi,Muya,Namuyi,NanjianYi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Tujia,Xumi,YongningNaxi
